4
5
53, 323, 0, 1
100, 390, 18, 0
150, 410, 29, 1
200, 400, 41, 1
100, 390, 63, 0
53, 323, 80, 1
5
302, 164, 0, 1
250, 225, 18, 0
200, 253, 30, 1
150, 280, 43, 1
250, 225, 67, 0
302, 164, 84, 1
8
76, 193, 0, 1
100, 225, 9, 0
100, 263, 17, 1
100, 225, 26, 0
46, 209, 38, 1
100, 200, 50, 0
5, 193, 70, 1
100, 200, 91, 0
76, 193, 96, 1
13
500, 200, 0, 1
524, 294, 21, 1
500, 260, 31, 0
485, 296, 39, 1
475, 320, 46, 0
533, 305, 58, 1
565, 350, 71, 0
549, 328, 77, 1
475, 390, 98, 0
400, 390, 113, 1
348, 410, 126, 1
400, 320, 148, 0
500, 260, 172, 0
500, 200, 184, 1
