1, 
58, 
0.15000000000000002, 60.0, 0.0, 1, 
5.2, 65.0, 1.710651109898521, 1, 
5.25, 100.0, 6.21065468132527, 1, 
0.3, 105.0, 7.914234811800825, 1, 
0.35, 110.0, 9.414259811175857, 1, 
5.4, 115.0, 11.124910921074378, 1, 
5.45, 150.0, 15.624914492501127, 1, 
0.49999999999999994, 155.0, 17.32849462297668, 1, 
0.5499999999999999, 160.0, 18.828519622351713, 1, 
5.6, 165.0, 20.539170732250234, 1, 
10.0, 200.0, 25.06671945622273, 1, 
10.0, 215.05, 27.571719456222734, 1, 
15.0, 210.1, 29.275299586698292, 1, 
50.0, 210.15, 33.77530315812504, 1, 
55.0, 215.2, 35.48595426802356, 1, 
60.0, 215.25, 36.98597926739859, 1, 
65.0, 210.3, 38.68955939787415, 1, 
100.0, 210.35, 43.189562969300894, 1, 
105.0, 215.4, 44.900214079199415, 1, 
110.0, 215.45, 46.400239078574444, 1, 
115.0, 210.5, 48.10381920905, 1, 
150.0, 210.55, 52.60382278047675, 1, 
155.0, 215.6, 54.31447389037527, 1, 
160.0, 215.65, 55.8144988897503, 1, 
165.0, 210.7, 57.518079020225855, 1, 
200.0, 210.75, 62.0180825916526, 1, 
205.0, 200.0, 64.20367316179053, 1, 
210.95, 166.05, 68.65041800294138, 1, 
216.0, 161.1, 70.35756013858315, 1, 
216.05, 156.15, 71.85258539046431, 1, 
211.1, 151.2, 73.552621103839, 1, 
211.15, 116.25, 78.04762468037508, 1, 
216.2, 111.3, 79.75476681601684, 1, 
216.25, 106.35, 81.249792067898, 1, 
211.3, 101.4, 82.94982778127267, 1, 
211.35, 66.45, 87.44483135780875, 1, 
216.4, 61.5, 89.15197349345053, 1, 
216.45, 56.55, 90.64699874533169, 1, 
211.5, 51.6, 92.34703445870636, 1, 
205.0, 15.0, 97.06430496271868, 1, 
201.8, 6.800000000000001, 98.9445322061053, 0, 
166.85, 6.850000000000001, 102.43953578264137, 1, 
161.9, 1.900000000000001, 104.13957149601605, 1, 
156.95, 1.950000000000001, 105.6345967478972, 1, 
152.0, 7.000000000000001, 107.34173888353897, 1, 
117.05, 7.050000000000001, 111.83674246007504, 1, 
112.1, 2.1000000000000005, 113.53677817344973, 1, 
107.15, 2.1500000000000004, 115.03180342533089, 1, 
102.2, 7.2, 116.73894556097267, 1, 
67.25, 7.25, 121.23394913750874, 1, 
62.3, 2.3, 122.93398485088343, 1, 
57.35, 2.3499999999999996, 124.4290101027646, 1, 
52.4, 7.3999999999999995, 126.13615223840637, 1, 
17.45, 7.449999999999999, 130.63115581494245, 1, 
12.5, 2.499999999999999, 132.33119152831713, 1, 
10.0, 15.0, 134.60594640671533, 1, 
5.05, 50.0, 139.1407766713815, 1, 
0.15000000000000002, 60.0, 141.25437444436778, 1, 
