4
14
100.0, 390.0, 0.0, 1
100.0, 340.0, 51.0, 1
100.0, 225.0, 167.0, 1
100.0, 200.0, 193.0, 1
130.0, 125.55, 274.26706983564304, 0
130.7, 150.0, 298.72708823301963, 0
230.0, 150.6, 398.02890090529667, 0
230.75, 140.0, 408.65540079942923, 1
410.0, 200.0, 598.6806967256623, 1
455.0, 200.0, 644.6806967256623, 1
500.0, 200.0, 690.6806967256623, 1
500.0, 260.0, 751.6806967256623, 1
475.0, 390.0, 885.0627196743995, 1
100.0, 390.0, 1261.0627196743994, 1
14
100.0, 200.0, 0.0, 1
130.0, 125.55, 81.26706983564307, 0
130.7, 150.0, 105.72708823301964, 0
230.0, 150.6, 205.0289009052967, 0
230.75, 140.0, 215.6554007994293, 1
410.0, 200.0, 405.6806967256624, 1
455.0, 200.0, 451.6806967256624, 1
500.0, 200.0, 497.6806967256624, 1
500.0, 260.0, 558.6806967256624, 1
475.0, 390.0, 692.0627196743997, 1
100.0, 390.0, 1068.0627196743997, 1
100.0, 340.0, 1119.0627196743997, 1
100.0, 225.0, 1235.0627196743997, 1
100.0, 200.0, 1261.0627196743997, 1
14
230.0, 150.6, 0.0, 0
230.75, 140.0, 10.626499894132587, 1
410.0, 200.0, 200.6517958203657, 1
455.0, 200.0, 246.6517958203657, 1
500.0, 200.0, 292.6517958203657, 1
500.0, 260.0, 353.6517958203657, 1
475.0, 390.0, 487.03381876910294, 1
100.0, 390.0, 863.0338187691029, 1
100.0, 340.0, 914.0338187691029, 1
100.0, 225.0, 1030.033818769103, 1
100.0, 200.0, 1056.033818769103, 1
130.0, 125.55, 1137.300888604746, 0
130.7, 150.0, 1161.7609070021226, 0
230.0, 150.6, 1261.0627196743997, 0
14
455.0, 200.0, 0.0, 1
500.0, 200.0, 46.0, 1
500.0, 260.0, 107.0, 1
475.0, 390.0, 240.38202294873727, 1
100.0, 390.0, 616.3820229487372, 1
100.0, 340.0, 667.3820229487372, 1
100.0, 225.0, 783.3820229487372, 1
100.0, 200.0, 809.3820229487372, 1
130.0, 125.55, 890.6490927843803, 0
130.7, 150.0, 915.1091111817568, 0
230.0, 150.6, 1014.4109238540339, 0
230.75, 140.0, 1025.0374237481665, 1
410.0, 200.0, 1215.0627196743997, 1
455.0, 200.0, 1261.0627196743997, 1
