3, 
16, 
806.07, 648.18, 0, 1, 
806.07, 648.18, 1, 1, 
930, 590, 7, 0, 
1000, 550, 11, 0, 
1060, 480, 15, 0, 
1109.91, 382.08, 21, 1, 
1060, 480, 26, 0, 
1000, 550, 30, 0, 
930, 590, 34, 0, 
801.49, 647.24, 42, 1, 
789.66, 644.83, 43, 1, 
805.79, 648.12, 44, 1, 
797.21, 646.37, 45, 1, 
797.64, 646.46, 46, 1, 
930, 590, 47, 0, 
806.07, 648.18, 54, 1, 
24, 
1080.23, 340.1, 0, 1, 
1080.23, 340.1, 1, 1, 
1080.23, 340.1, 2, 1, 
1139.21, 395.84, 6, 1, 
1128.8, 382.51, 7, 1, 
1095.64, 346.95, 9, 1, 
1095.13, 346.73, 10, 1, 
1097.86, 347.94, 11, 1, 
1131.88, 394.38, 13, 1, 
1133.52, 383.86, 14, 1, 
1089.11, 330.89, 17, 1, 
1084.72, 328.19, 18, 1, 
1084.3, 327.09, 19, 1, 
1086.36, 324.11, 20, 1, 
1091.58, 345.15, 21, 1, 
1181.39, 479.9, 29, 1, 
1133.08, 394.62, 33, 1, 
1091.79, 337.47, 36, 1, 
1086.67, 333.33, 37, 1, 
1091.05, 344.91, 38, 1, 
1088.33, 337.73, 39, 1, 
1060, 480, 44, 0, 
1090, 400, 48, 0, 
1080.23, 340.1, 51, 1, 
26, 
1080.23, 340.1, 0, 1, 
1083.28, 331.79, 1, 1, 
1094.48, 344.11, 2, 1, 
1080.23, 340.1, 3, 1, 
1084.78, 335.22, 4, 1, 
1095.5, 346.62, 5, 1, 
1095.64, 346.95, 6, 1, 
1131.03, 387.11, 8, 1, 
1089.46, 345.91, 10, 1, 
1089.11, 330.89, 11, 1, 
1091.5, 350.56, 12, 1, 
1093.17, 354.39, 13, 1, 
1086.36, 324.11, 14, 1, 
1096.3, 348.58, 15, 1, 
1181.39, 479.9, 22, 1, 
1133.08, 394.62, 26, 1, 
1091.79, 337.47, 29, 1, 
1086.29, 338.65, 30, 1, 
1086.14, 338.32, 31, 1, 
1080.17, 339.96, 32, 1, 
1080.08, 339.77, 33, 1, 
1080.16, 339.96, 34, 1, 
1080.12, 339.88, 35, 1, 
1082.97, 331.08, 36, 1, 
1050, 360, 51, 0, 
1080.23, 340.1, 53, 1, 
