3
79
422.0,434.0,0,0
405.67,438.0,8,1
401.33,451.33,11,0
389.0,444.0,19,1
401.33,451.33,27,1
405.67,438.0,30,0
401.33,451.33,33,0
389.0,444.0,36,0
401.33,451.33,39,0
405.67,474.33,47,1
416.67,483.0,50,0
405.67,474.33,53,0
401.33,451.33,58,0
405.67,474.33,63,0
401.33,451.33,68,0
389.0,444.0,71,0
401.33,451.33,79,1
405.67,438.0,82,0
422.0,434.0,86,0
405.67,438.0,94,1
401.33,451.33,97,0
405.67,474.33,102,0
416.67,483.0,111,1
420.67,500.33,115,0
416.67,483.0,119,0
405.67,474.33,122,0
401.33,451.33,127,0
405.67,438.0,130,0
422.0,434.0,141,1
443.33,454.33,147,0
422.0,434.0,156,1
426.0,414.67,160,0
422.0,434.0,169,1
426.0,414.67,173,0
437.67,400.67,182,1
426.33,387.0,186,0
436.33,367.0,191,0
426.33,387.0,196,0
436.33,367.0,206,1
426.33,387.0,216,1
436.33,367.0,224,1
421.67,365.0,227,0
394.67,342.33,240,1
421.67,365.0,248,1
436.33,367.0,251,0
426.33,387.0,256,0
436.33,367.0,266,1
426.33,387.0,271,0
436.33,367.0,276,0
426.33,387.0,281,0
436.33,367.0,286,0
421.67,365.0,289,0
394.67,342.33,297,0
358.67,353.33,305,0
380.67,382.0,313,0
358.67,353.33,326,1
394.67,342.33,334,0
421.67,365.0,342,0
436.33,367.0,345,0
421.67,365.0,348,0
436.33,367.0,351,0
426.33,387.0,361,1
436.33,367.0,366,0
421.67,365.0,369,0
394.67,342.33,384,1
370.0,300.33,399,1
394.67,342.33,409,0
358.67,353.33,417,0
317.67,342.67,426,0
322.67,374.67,433,0
363.67,392.33,442,1
380.67,382.0,451,1
363.67,392.33,455,0
378.0,410.0,460,0
363.67,392.33,465,0
380.67,382.0,469,0
358.67,353.33,477,0
317.67,342.67,486,0
298.67,317.0,498,1
66
317.67,342.67,0,0
358.67,353.33,14,1
317.67,342.67,23,0
358.67,353.33,32,0
380.67,382.0,40,0
363.67,392.33,54,1
322.67,374.67,66,1
317.67,342.67,73,0
358.67,353.33,87,1
317.67,342.67,96,0
298.67,317.0,108,1
317.67,342.67,115,0
358.67,353.33,128,1
380.67,382.0,136,0
358.67,353.33,149,1
380.67,382.0,157,0
358.67,353.33,171,1
317.67,342.67,180,0
298.67,317.0,187,0
317.67,342.67,201,1
358.67,353.33,215,1
317.67,342.67,224,0
298.67,317.0,235,1
306.67,290.33,241,0
286.33,282.0,246,0
282.67,263.67,250,0
274.67,252.33,253,0
265.33,268.33,257,0
274.67,252.33,266,1
265.33,268.33,270,0
274.67,252.33,278,1
282.67,263.67,281,0
286.33,282.0,290,1
282.67,263.67,294,0
286.33,282.0,303,1
282.67,263.67,311,1
274.67,252.33,314,0
282.67,263.67,317,0
274.67,252.33,320,0
282.67,263.67,323,0
286.33,282.0,327,0
306.67,290.33,337,1
286.33,282.0,342,0
282.67,263.67,346,0
286.33,282.0,350,0
306.67,290.33,355,0
298.67,317.0,361,0
317.67,342.67,375,1
358.67,353.33,384,0
394.67,342.33,397,1
358.67,353.33,405,0
394.67,342.33,413,0
421.67,365.0,421,0
436.33,367.0,424,0
421.67,365.0,432,1
436.33,367.0,440,1
421.67,365.0,443,0
394.67,342.33,451,0
421.67,365.0,459,0
436.33,367.0,462,0
421.67,365.0,465,0
436.33,367.0,468,0
426.33,387.0,478,1
436.33,367.0,488,1
426.33,387.0,493,0
436.33,367.0,498,0
57
629.0,512.0,0,0
604.33,503.67,12,1
598.0,471.67,25,1
562.0,483.67,33,0
557.67,450.0,40,0
525.33,443.67,47,0
521.67,407.67,60,1
525.33,443.67,73,1
496.67,466.67,81,0
525.33,443.67,89,0
521.67,407.67,97,0
525.33,443.67,105,0
496.67,466.67,119,1
465.0,437.33,133,1
496.67,466.67,146,1
525.33,443.67,154,0
496.67,466.67,162,0
465.0,437.33,171,0
443.33,454.33,177,0
465.0,437.33,188,1
443.33,454.33,194,0
465.0,437.33,200,0
496.67,466.67,209,0
525.33,443.67,217,0
521.67,407.67,225,0
525.33,443.67,233,0
521.67,407.67,241,0
525.33,443.67,249,0
496.67,466.67,257,0
525.33,443.67,269,1
557.67,450.0,281,1
525.33,443.67,294,1
521.67,407.67,302,0
506.0,395.0,307,0
536.33,377.67,319,1
506.0,395.0,331,1
536.33,377.67,338,0
549.67,347.0,345,0
536.33,377.67,352,0
549.67,347.0,359,0
536.33,377.67,371,1
549.67,347.0,378,0
536.33,377.67,385,0
549.67,347.0,392,0
536.33,377.67,399,0
506.0,395.0,409,1
521.67,407.67,414,0
506.0,395.0,419,0
536.33,377.67,431,1
549.67,347.0,438,0
536.33,377.67,445,0
549.67,347.0,452,0
536.33,377.67,464,1
549.67,347.0,471,0
517.0,347.33,483,1
549.67,347.0,490,0
536.33,377.67,497,0
