2
146
375.0,286.0,0,0
372.67,226.0,61,0
375.0,286.0,123,1
372.67,226.0,184,0
338.67,217.33,220,0
372.67,226.0,257,1
338.67,217.33,293,0
372.67,226.0,330,1
338.67,217.33,360,1
331.0,190.33,389,0
299.33,200.33,423,0
283.67,185.67,446,1
299.33,200.33,468,0
331.0,190.33,502,0
338.67,217.33,531,0
331.0,190.33,561,1
338.67,217.33,590,0
372.67,226.0,652,1
375.0,286.0,713,0
337.67,312.0,759,0
307.33,284.0,786,1
284.0,293.0,812,0
307.33,284.0,839,1
284.0,293.0,865,0
272.33,269.0,892,0
265.33,275.67,902,0
252.67,262.67,932,1
256.0,234.0,961,0
252.67,262.67,990,0
234.67,258.67,1009,0
222.67,278.67,1033,0
234.67,258.67,1057,0
252.67,262.67,1076,0
256.0,234.0,1105,0
252.67,262.67,1134,0
256.0,234.0,1163,0
251.33,214.33,1185,1
256.0,234.0,1215,1
252.67,262.67,1244,0
234.67,258.67,1263,0
222.67,278.67,1287,0
219.67,307.67,1318,1
222.67,278.67,1348,0
206.67,263.33,1371,0
222.67,278.67,1394,0
234.67,258.67,1418,0
252.67,262.67,1437,0
256.0,234.0,1466,0
252.67,262.67,1486,1
265.33,275.67,1505,0
252.67,262.67,1524,0
265.33,275.67,1543,0
272.33,269.0,1554,1
265.33,275.67,1564,0
272.33,269.0,1592,1
284.0,293.0,1619,0
307.33,284.0,1662,1
337.67,312.0,1704,0
375.0,286.0,1750,0
337.67,312.0,1796,0
340.33,359.33,1844,0
314.0,374.67,1876,1
340.33,359.33,1907,0
337.67,312.0,1955,0
307.33,284.0,1997,0
337.67,312.0,2044,1
375.0,286.0,2090,0
372.67,226.0,2151,0
375.0,286.0,2212,0
337.67,312.0,2258,0
375.0,286.0,2304,0
372.67,226.0,2366,1
375.0,286.0,2427,0
409.67,297.0,2464,0
375.0,286.0,2501,0
409.67,297.0,2539,1
375.0,286.0,2576,0
337.67,312.0,2622,0
340.33,359.33,2670,0
314.0,374.67,2701,0
340.33,359.33,2732,0
314.0,374.67,2764,1
289.0,357.67,2795,0
314.0,374.67,2827,1
289.0,357.67,2858,0
267.67,361.0,2881,1
271.0,382.67,2903,0
249.0,391.67,2927,0
271.0,382.67,2951,0
249.0,391.67,2975,0
251.67,430.67,3015,0
249.0,391.67,3056,1
251.67,430.67,3097,1
249.0,391.67,3137,0
271.0,382.67,3161,0
267.67,361.0,3184,1
271.0,382.67,3206,0
249.0,391.67,3247,1
251.67,430.67,3288,1
249.0,391.67,3328,0
224.33,367.33,3363,0
249.0,391.67,3399,1
224.33,367.33,3434,0
249.0,391.67,3469,0
271.0,382.67,3493,0
249.0,391.67,3529,1
224.33,367.33,3564,0
235.33,321.67,3611,0
224.33,367.33,3659,1
235.33,321.67,3706,0
224.33,367.33,3753,0
249.0,391.67,3788,0
224.33,367.33,3823,0
200.33,383.0,3852,0
181.33,357.33,3885,1
200.33,383.0,3918,1
181.33,357.33,3950,0
200.33,383.0,3982,0
224.33,367.33,4012,1
200.33,383.0,4041,0
224.33,367.33,4070,0
235.33,321.67,4117,0
219.67,307.67,4139,0
235.33,321.67,4161,0
219.67,307.67,4183,0
235.33,321.67,4206,1
219.67,307.67,4228,0
235.33,321.67,4250,0
224.33,367.33,4297,0
235.33,321.67,4320,1
219.67,307.67,4342,0
235.33,321.67,4390,1
224.33,367.33,4437,0
249.0,391.67,4472,0
251.67,430.67,4512,0
249.0,391.67,4552,0
271.0,382.67,4575,1
267.67,361.0,4598,1
289.0,357.67,4620,0
267.67,361.0,4642,0
289.0,357.67,4664,0
267.67,361.0,4687,1
271.0,382.67,4710,1
267.67,361.0,4732,0
271.0,382.67,4754,0
267.67,361.0,4776,0
204
272.33,269.0,0,0
265.33,275.67,10,0
252.67,262.67,40,1
256.0,234.0,69,0
251.33,214.33,90,0
256.0,234.0,111,0
251.33,214.33,132,0
256.0,234.0,153,0
251.33,214.33,174,0
264.0,195.67,195,1
246.0,189.33,215,0
248.33,167.33,247,1
231.67,141.67,278,0
236.67,116.0,301,1
257.0,121.67,323,0
269.0,112.33,340,1
257.0,121.67,356,0
236.67,116.0,379,1
257.0,121.67,401,0
269.0,112.33,417,0
257.0,121.67,440,1
236.67,116.0,462,0
231.67,141.67,489,0
236.67,116.0,516,0
257.0,121.67,538,0
286.67,143.33,575,0
306.0,153.33,597,0
310.67,148.67,604,0
337.67,164.67,637,1
310.67,148.67,669,0
306.0,153.33,676,0
310.67,148.67,683,0
337.67,164.67,715,0
346.67,149.67,733,0
337.67,164.67,741,1
333.0,169.33,764,1
331.0,190.33,786,0
